Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,22607.464457383423,,22607.464457383423,22607.464457383423,22607.464457383423,-5.625509160417229,0.004910625277903632,0.0,1,11
VolProportionalWidth,22594.663540872374,,22594.663540872374,22594.663540872374,22594.663540872374,-5.619463966286464,0.004929795195152767,0.0,1,11
ILMinimizer,22594.663540872374,,22594.663540872374,22594.663540872374,22594.663540872374,-5.619463966286464,0.004929795195152767,0.0,1,11
ReactiveRecentering,2288.5172269778523,,2288.5172269778523,2288.5172269778523,2288.5172269778523,3.970052253841855,0.016537967181515505,5.0,1,11
PPO,10695.24600137693,1933.0371030214465,9285.335836773957,9283.200977520164,12108.291025233697,,,,5,11
