Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,21433.03776814022,,21433.03776814022,21433.03776814022,21433.03776814022,-1.1989857923816423,0.2967042381393844,1.0,1,18
VolProportionalWidth,21438.03776814022,,21438.03776814022,21438.03776814022,21438.03776814022,-1.1993715679554984,0.29656997955293046,1.0,1,18
ILMinimizer,21438.03776814022,,21438.03776814022,21438.03776814022,21438.03776814022,-1.1993715679554984,0.29656997955293046,1.0,1,18
ReactiveRecentering,9411.805805135888,,9411.805805135888,9411.805805135888,9411.805805135888,-0.2714862605843579,0.7994525221562256,2.0,1,18
PPO,5893.098569856654,11831.63205552729,-2291.9279318656445,-2293.377648689372,16221.383048715148,,,,5,18
