,number,value,datetime_start,datetime_complete,duration,params_clip_range,params_ent_coef,params_gamma,state
0,0,-4695.9564554148055,2024-11-22 18:36:02.099131,2024-11-22 18:36:13.590318,0 days 00:00:11.491187,0.3,0.01,0.99,COMPLETE
1,1,-2722.8366601512694,2024-11-22 18:36:13.590783,2024-11-22 18:36:25.200586,0 days 00:00:11.609803,0.05,0.001,0.9999,COMPLETE
2,2,916.4609814487075,2024-11-22 18:36:25.201069,2024-11-22 18:36:36.631683,0 days 00:00:11.430614,0.4,0.001,0.999,COMPLETE
3,3,-4695.9564554148055,2024-11-22 18:36:36.632154,2024-11-22 18:36:47.979791,0 days 00:00:11.347637,0.05,0.001,0.99,COMPLETE
4,4,1006.9801090226429,2024-11-22 18:36:47.980290,2024-11-22 18:36:59.370953,0 days 00:00:11.390663,0.2,0.0001,0.999,COMPLETE
