Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,30384.5459344151,,30384.5459344151,30384.5459344151,30384.5459344151,0.15172082427790226,0.8867518066475251,3.0,1,6
VolProportionalWidth,40215.61826175322,,40215.61826175322,40215.61826175322,40215.61826175322,0.010689568310482926,0.9919830146150883,2.0,1,6
ILMinimizer,40215.61826175322,,40215.61826175322,40215.61826175322,40215.61826175322,0.010689568310482926,0.9919830146150883,2.0,1,6
ReactiveRecentering,-24876.8671767415,,-24876.8671767415,-24876.8671767415,-24876.8671767415,0.944471222007001,0.3984073665782878,5.0,1,6
PPO,40960.77165691731,63634.830936482365,33006.54761752242,-1774.8443834815066,93501.96600048446,,,,5,6
