Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,22866.263755364238,,22866.263755364238,22866.263755364238,22866.263755364238,inf,0.0,5.0,1,3
VolProportionalWidth,24464.544451978487,,24464.544451978487,24464.544451978487,24464.544451978487,inf,0.0,5.0,1,3
ILMinimizer,-1641.9461057372414,,-1641.9461057372414,-1641.9461057372414,-1641.9461057372414,inf,0.0,5.0,1,3
ReactiveRecentering,-16394.193176187524,,-16394.193176187524,-16394.193176187524,-16394.193176187524,inf,0.0,5.0,1,3
PPO,63070.10913566568,0.0,63070.10913566568,63070.10913566568,63070.10913566568,,,,5,3
