Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,9241.520787745387,,9241.520787745387,9241.520787745387,9241.520787745387,-1.0068429550964053,0.37097315680767634,1.0,1,5
VolProportionalWidth,10199.533083825247,,10199.533083825247,10199.533083825247,10199.533083825247,-1.178813362179605,0.30380464620525494,1.0,1,5
ILMinimizer,9464.136901143163,,9464.136901143163,9464.136901143163,9464.136901143163,-1.04680422052165,0.35427391463178487,1.0,1,5
ReactiveRecentering,3979.408274316156,,3979.408274316156,3979.408274316156,3979.408274316156,-0.06225421155423397,0.9533470017097874,2.0,1,5
PPO,3632.602674659357,5085.41899572672,3332.637590614804,121.44202271768319,7693.861374790297,,,,5,5
