Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N
PassiveWidthSweep,7507.375595461124,2511.8947609780716,8558.725955829754,6636.654616365563,8301.04925773538,0.04563005949424703,0.9637618559064808,12.0,30
VolProportionalWidth,11448.046659965019,7674.967896592326,9130.710111765855,8953.684673587706,14133.022322153472,-1.9055041170429854,0.06167539234938662,9.0,30
ILMinimizer,7865.412192798066,2810.6700794583708,8763.012020424812,6919.991285741496,8870.9996603533,-0.18476746004777733,0.8540559919447667,10.0,30
ReactiveRecentering,16376.426457805903,16704.19250598413,9536.352957244519,10918.983279665279,22789.900757963627,-2.59878585263102,0.011842923211954726,8.0,30
PPO,7577.65828498468,8053.787459348126,4604.2251760084,5126.752627344178,10947.21408400503,,,,30
