Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,24600.604573585253,,24600.604573585253,24600.604573585253,24600.604573585253,-1.6029278936779687,0.18421274298560936,1.0,1,5
VolProportionalWidth,21764.781212478854,,21764.781212478854,21764.781212478854,21764.781212478854,-1.385351896951214,0.23818959475629717,1.0,1,5
ILMinimizer,21764.781212478854,,21764.781212478854,21764.781212478854,21764.781212478854,-1.385351896951214,0.23818959475629717,1.0,1,5
ReactiveRecentering,12345.871194553125,,12345.871194553125,12345.871194553125,12345.871194553125,-0.6626944975741744,0.5437624079916593,1.0,1,5
PPO,3708.500502152567,11898.098804902884,-582.4462206171175,-2476.117542266032,14324.560467748432,,,,5,5
