PassiveWidthSweep,VolProportionalWidth,ILMinimizer,ReactiveRecentering,PPO
1528.3954902171006,16100.846431236028,22.97703859379498,2185.2946904010378,2480.8528078689956
1528.3954902171006,16100.846431236028,22.97703859379498,2185.2946904010378,30602.62098092042
1528.3954902171006,16100.846431236028,22.97703859379498,2185.2946904010378,2480.8528078689956
1528.3954902171006,16100.846431236028,22.97703859379498,2185.2946904010378,-3280.2980432321497
1528.3954902171006,16100.846431236028,22.97703859379498,2185.2946904010378,2480.8528078689956
-20040.947796873126,7085.868546196556,8682.171072097131,21791.66168212399,639.9997435337433
-20040.947796873126,7085.868546196556,8682.171072097131,21791.66168212399,-18685.856057339526
-20040.947796873126,7085.868546196556,8682.171072097131,21791.66168212399,-24228.093050335206
-20040.947796873126,7085.868546196556,8682.171072097131,21791.66168212399,84.37411744618018
-20040.947796873126,7085.868546196556,8682.171072097131,21791.66168212399,-2112.6266942393618
9367.397139064858,8575.219496393842,8575.219496393842,10839.141006953789,2931.70495688101
9367.397139064858,8575.219496393842,8575.219496393842,10839.141006953789,2931.70495688101
9367.397139064858,8575.219496393842,8575.219496393842,10839.141006953789,2931.70495688101
9367.397139064858,8575.219496393842,8575.219496393842,10839.141006953789,-4221.070079971963
9367.397139064858,8575.219496393842,8575.219496393842,10839.141006953789,-4335.163889747384
7773.999751183376,9467.801329216283,10515.031589864848,5466.9508497040015,14117.470800379373
7773.999751183376,9467.801329216283,10515.031589864848,5466.9508497040015,14524.454185076636
7773.999751183376,9467.801329216283,10515.031589864848,5466.9508497040015,-4192.544289156363
7773.999751183376,9467.801329216283,10515.031589864848,5466.9508497040015,12458.356415545612
7773.999751183376,9467.801329216283,10515.031589864848,5466.9508497040015,12458.356415545612
16680.458920878275,8584.527720143842,8584.527720143842,8964.471790856653,8048.052573868205
16680.458920878275,8584.527720143842,8584.527720143842,8964.471790856653,8048.052573868205
16680.458920878275,8584.527720143842,8584.527720143842,8964.471790856653,-3790.2438091813883
16680.458920878275,8584.527720143842,8584.527720143842,8964.471790856653,-4207.052237071481
16680.458920878275,8584.527720143842,8584.527720143842,8964.471790856653,-3790.2438091813883
24600.604573585253,21764.781212478854,21764.781212478854,12345.871194553125,-2384.612916248465
24600.604573585253,21764.781212478854,21764.781212478854,12345.871194553125,-3323.4446646685215
24600.604573585253,21764.781212478854,21764.781212478854,12345.871194553125,24858.647113373074
24600.604573585253,21764.781212478854,21764.781212478854,12345.871194553125,-25.64080107613343
24600.604573585253,21764.781212478854,21764.781212478854,12345.871194553125,-582.4462206171175
26820.357292876557,31409.010863398114,31409.010863398114,8397.9796258617,2322.495043341767
26820.357292876557,31409.010863398114,31409.010863398114,8397.9796258617,2447.1556843862836
26820.357292876557,31409.010863398114,31409.010863398114,8397.9796258617,-3367.911175705686
26820.357292876557,31409.010863398114,31409.010863398114,8397.9796258617,-3349.1362355233045
26820.357292876557,31409.010863398114,31409.010863398114,8397.9796258617,-3629.0724809773155
18365.16283004876,17968.136746552147,17163.67980194609,15199.550701514498,27337.953543382966
18365.16283004876,17968.136746552147,17163.67980194609,15199.550701514498,13480.348340986353
18365.16283004876,17968.136746552147,17163.67980194609,15199.550701514498,1110.66913313456
18365.16283004876,17968.136746552147,17163.67980194609,15199.550701514498,1787.878032302365
18365.16283004876,17968.136746552147,17163.67980194609,15199.550701514498,1073.3396244851297
-2268.080823062071,17153.524879592074,-2449.449430012121,377108.73420417216,6059.796443207261
-2268.080823062071,17153.524879592074,-2449.449430012121,377108.73420417216,1970.654569191739
-2268.080823062071,17153.524879592074,-2449.449430012121,377108.73420417216,1970.654569191739
-2268.080823062071,17153.524879592074,-2449.449430012121,377108.73420417216,7945.378659905538
-2268.080823062071,17153.524879592074,-2449.449430012121,377108.73420417216,6059.796443207261
787.1461406975295,802.9196856265909,802.9196856265909,5757.247350798947,393.29264627131
787.1461406975295,802.9196856265909,802.9196856265909,5757.247350798947,4376.189042699163
787.1461406975295,802.9196856265909,802.9196856265909,5757.247350798947,1342.9019072172848
787.1461406975295,802.9196856265909,802.9196856265909,5757.247350798947,4287.390543725565
787.1461406975295,802.9196856265909,802.9196856265909,5757.247350798947,4287.390543725565
