Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,-2268.080823062071,,-2268.080823062071,-2268.080823062071,-2268.080823062071,1.3533062619939698,0.24738283225134414,5.0,1,8
VolProportionalWidth,17153.524879592074,,17153.524879592074,17153.524879592074,17153.524879592074,0.7580233302126383,0.4906430134150885,4.0,1,8
ILMinimizer,-2449.449430012121,,-2449.449430012121,-2449.449430012121,-2449.449430012121,1.3588653098776144,0.24576336610778338,5.0,1,8
ReactiveRecentering,377108.73420417216,,377108.73420417216,377108.73420417216,377108.73420417216,-10.274802461705079,0.0005059624205942384,0.0,1,8
PPO,41884.672787274045,29783.18089988576,36685.960626010994,19439.270759689232,67702.61375857035,,,,5,8
