Strategy,Mean,Std,Median,CI_Lower,CI_Upper,T-statistic,P-value,Wins_vs_PPO,N,Window
PassiveWidthSweep,26820.357292876557,,26820.357292876557,26820.357292876557,26820.357292876557,0.32029561522354427,0.7647779266683078,1.0,1,6
VolProportionalWidth,31409.010863398114,,31409.010863398114,31409.010863398114,31409.010863398114,0.24368898892176996,0.8194597041836122,1.0,1,6
ILMinimizer,31409.010863398114,,31409.010863398114,31409.010863398114,31409.010863398114,0.24368898892176996,0.8194597041836122,1.0,1,6
ReactiveRecentering,8397.9796258617,,8397.9796258617,8397.9796258617,8397.9796258617,0.6278534161857884,0.5641623389793107,5.0,1,6
PPO,46005.7161759093,54679.975490428915,22813.04609448982,19610.73582318861,94392.58313334825,,,,5,6
